,Text,Positive?
413,انته جميل جدا ربنا يثبتك واتمني ان كل المسلمين تكون اخلاقياتهم في حياتهم العاديه قدوه ودعوه لكل غير المسلمين,1.0
414,انشاء الله نكون راضين بقضاء الله و لكننا نرجو من الله اللطف فيه,1.0
415,انشاء الله هنعمل حاجه,1.0
416,اني احبك في الله,1.0
417,اه و النعمة ,1.0
418,اهلا بيك فى دين الله ربنا يثبتك ويزيدك ايمانا انا فرحانه بيك كتير,1.0
419,اهم اشي اكون مبسوط,1.0
420,اي و الله صحيح أهم شي الانسان كرامته,1.0
421,اي والله,1.0
422,ايارب يتقبل منا,1.0
423,ايه الاحساس الراقى ده,1.0
424,ايوه هيك بدنا ياكم يا شباب مش بس لعب وتسلاية,1.0
425,باذن الله بديت ولو مؤخرا بنفسى الحمد لله,1.0
426,بارك اللة فيك و نتمنى المزيد من النصائح,1.0
427,بارك الله في دين الاسلم,1.0
428,بارك الله فيك,1.0
429,بارك الله فيك أنانضال فدعولي بزوجة صالحة,1.0
430,بارك الله فيك يانوسة وجعلها فى ميزان حسناتك,1.0
431,بارك الله لكما وبارك عليكما وجمع بينكما على خير,1.0
432,بتقول كلام دي الفل,1.0
433,بتمنى لو ان تقوم بعثة للدعاة من مصر و تزور جميع البلاد و تعرفهم و تشرح ما هو الدين الاسلامي و تنشر بحق فى كل مكان,1.0
434,بجد تحفة,1.0
435,بجد ربنا يبارك فى كلماتك بتوصل والله,1.0
436,بجد موضوع رائع وانا اجد انه مناسب ايضا لهذا الوقت يارب احفظنا من جميع الفتن ,1.0
437,بدعى على طول بأن الله يرزقنى الخشوع ,1.0
438,بدي اروح عمرة الله ييسر,1.0
439,برك الله فيك وجعلاهاء في مزان حسناتيك,1.0
440,بسمة امل حلوة ,1.0
441,بسمه امل امس كانت محتاجه توضيح اكتر لان بعض الناس خلطت بينها و بين الواسطه ,1.0
442,بصمات راقية لأديب الدعوة محمد الغزالي ,1.0
443,بطلت كتير وكل ما ابطل والتزم مع ربنا برجع تاني وكل اما ارجع ارجع اكتر من الاول,1.0
444,بلا هم و بلا وجع راس خليك رايق دايما,1.0
445,بنحاول فى كل مره نكون افضل,1.0
446,بوركت,1.0
447,تبارك الرحمن اللهم زد فينا وبارك لنا ياارحم الرحمين,1.0
448,تبتنا ياربن علي دكرك وشكرك و حسن الخشوع في صلاتك,1.0
449,تحفة,1.0
450,تحياتي ياشيخ,1.0
451,تحيه لأهل فلسطين الغاليه,1.0
452,تذكر من كذب يكتب عندا الله كاذب ,1.0
453,تركنا الحرام من اجل ربنا حبيبنا ووالله سيعوضنا خيرا ,1.0
454,تركنا كل شئ من اجل رضا الله اللهم ارضى عنا,1.0
455,تسلم انت و افكارك,1.0
456,تفاءل بالخير تجده,1.0
457,تفائلوا بالخير تجدوه,1.0
458,تفائلوا بالخير تجدوه و اعملوا الصالحات,1.0
459,تمام,1.0
460,تماما .اللهم لا تحرمنا الصدق في الكلام,1.0
461,توكلت عليك يا الله,1.0
462,ثبتك الله يا أستاذي و نصرك,1.0
463,جامدة جد,1.0
464,جزاك الله خيرا,1.0
465,جزاك الله خيرا ياأستاذ مصطفى على ماتبثه في انفسنا ربنا يكثر من أمثالك,1.0
466,جزاك الله كل خير بسمة أمل رائعة وشيقة جد,1.0
467,جزاك الله كل خير دكتور عمرو و ربنا يتقبل منا و منكم سائر الاعمال ,1.0
468,جمال الصفحة من جمالكم و رقي اخلاقكم أنا متأكد ان صفحتنا ستعجبك فأنضم الينا و ادعو اصدقائك فنحن نسعد بك و بهم,1.0
469,جميلة المعاني المجردة التي تنزوي عند التطبيق ,1.0
470,جميله اوى اوى اوى يارب الكل يحس معنى الكلام ده,1.0
471,حبل الجذب اكصي,1.0
472,حفظ الله ابناء وبنات الأمة جميع,1.0
473,حفظ سور جديدة و تسميعها فى الصلاة يساعد على التركيز,1.0
474,حقا,1.0
475,حقيقة,1.0
476,حقيقى لازم نجمد قلبنا عن اى حاجة غلط,1.0
477,حلمي أن أكون مثل سوشي,1.0
478,حلو,1.0
479,حلو الشخص يكون عنده هدف و يشتغل عليه لكن الدراسه شئ ضروري .. ,1.0
480,حلو صديق عمري ,1.0
481,حلو كلامك عزيزي,1.0
482,حلوه اوى,1.0
483,حلوه اوى الحمله دي وربنا يارب يكرمك وكل الي بيتبرعو,1.0
484,حلوه قوي يا د.عمرو و لو كل واحد تيقن من هذه القصه لن يوجد حاسد و لا ظالم و لا متواكل اللهم ارزقنا رزقا حلال طيبا اللهم آمين,1.0
485,حماك الله من النكد,1.0
486,حياك اللة,1.0
487,حينما ننجح فى الانتصار على انفسنا,1.0
488,خت قرار كتير وبرجع تاني بحاول اتغير ومش عرفة,1.0
489,خلتنى ابتسم رغم انى مكتئبة جدا ,1.0
490,خلق الايثار,1.0
491,دائماً تبعث النشاط  و الحيوية في النفوس مع  كل  صباح اسعد  الله  صباحك,1.0
492,دخيل عينك يادكتور كلامك ذهب,1.0
493,دربي زدني ثقتا بك فانه لايخيب من وثق بك,1.0
494,دعاء جميل ماشاء الله,1.0
495,دعواتك لنا يا شيخ سلمان بالتوفيق و الفلاح و الظفر و حسن الخاتمة ,1.0
496,دعوة اخاك بظهر الغيب لا ترد,1.0
497,دعوة المؤمن لأخيه بظهر الغيب أسرع من البرق,1.0
498,ده عمله نادرة...الاخلاق ملهاش علاقه بالدين,1.0
499,دي اخلاق السلف الصالح,1.0
500,رائع,1.0
501,رائع ولاجمل ♥حب ربنا,1.0
502,رائعين يا مصريين,1.0
503,رب فعل صغير يستعظمه غيرك و خاصة ان كنت تمثل الاسلام,1.0
504,رب كريم,1.0
505,ربك دايما جنبك لو ناديتوا ها تلاقه,1.0
506,ربك دايما جنبك لو نديته هتلاقيه ,1.0
507,ربنا أصلح أحوالنا,1.0
508,ربنا اجعلنا من الصالحين و اهدنا الي الريق المستقيم,1.0
509,ربنا المستعان ادعولنا ارجوكم,1.0
510,ربنا لتزغ قلوبنا بعد إذ هديتنا,1.0
511,ربنا يبارك فيك,1.0
512,ربنا يبارك فيك ويبارك فى كل إللى ساعدك الحمد الله وسبحان الله,1.0
513,ربنا يبارك فيه و يكون قدوه للجميع المسلمين فى انحاء العالم,1.0
514,ربنا يباركلك يا أستاذي و يعزك,1.0
515,ربنا يتوب علينا من المعاصى,1.0
516,ربنا يثبته,1.0
517,ربنا يحمى الاسلام والمسلمين,1.0
518,ربنا يحميك,1.0
519,ربنا يستر واخلاق المتاسلمين لا ترجعه مرة اخرى,1.0
520,ربنا يسهل,1.0
521,ربنا يشفيهم,1.0
522,ربنا يصلح احوالنا يا رب ظاهرا و باطن,1.0
523,ربنا يصلح حالنا,1.0
524,ربنا يصلح حالنا جميعا,1.0
525,ربنا يعنا علي كل شيء,1.0
526,ربنا يعيننا علي نفسنا,1.0
527,ربنا يقدرنى ويعفو عنى,1.0
528,ربنا يقوي ايمانك,1.0
529,ربنا يقويكى على اخد القرار الصح واحسنى الظن بالله وتوكلى عليه وربنا يقويكى على ضعفك ياااااااااارب ويعدك عن الغلط ده,1.0
530,ربنا يقوينا ويقدرنا,1.0
531,ربنا يكتر من امثالك يا مصطفى,1.0
532,ربنا يكرمك على سعيك وحُبك للمُساعدة,1.0
533,ربنا يكرمك يا دكتور,1.0
534,ربنا يكفينا هذا الشر,1.0
535,ربنا يهدينا و يهدي بينا أمة محمد الغافلين,1.0
536,ربنا يهديني ويجعلني من الخاشعين والمسلمين اجمعين,1.0
537,ربنا يوفق الجميع علي الخشوع,1.0
538,ربنايحفظك ياشيخ,1.0
539,ربنايقويك اتشجعي وخوذي قرار وخلي الصحبة الصلحة جنبيك,1.0
540,ربى يزيدن ايمان وتقه يارررب,1.0
541,ربي ينعم علينا بنعمة الخشوع ,1.0
542,ربي يهديهن,1.0
543,رجعتولنا الفرحة اللي نسيناها,1.0
544,رضيت بالله ربا وبالاسلام دينا وبمحمد صلى الله عليه وسلم نبيا ورسولا,1.0
545,ركز في الإجابه وقول يارب وخد قرار ,1.0
546,روشتة علاج لأخطر الإسقام بارك الله في كاتبها,1.0
547,روعة الاشياء تبقى روائحها بقى اصحابها ام انصرفوا,1.0
548,روعه,1.0
549,سأبقى رائعا معك إلى النهاية إن بقيتي رائعة معي إلى النهاية,1.0
550,سأترك حبك ليس كرها فيك ولكن لكثرة الشركاء فية,1.0
551,ساعات اللى فى السر هو اللى بيخلى الناس تحبك فى العلن من غير ما يكونوا عارفين الا انهم بيحبوك من غير سبب,1.0
552,سبحان الله ان الله يرزق الدوده في جوف البحر,1.0
553,سبحان الله خالق السماوات و الأرض,1.0
554,سبحان الله قادر على كل شىء,1.0
555,سبحان الله مالك السموات و الارض,1.0
556,سبحان الله مواقف لها معنى و قيمة و فعلا تعلم ما شاء الله .. ,1.0
557,سبحان الله و بحمده عدد خلقه و رضى نفسه و زنة عرشه و مداد كلماته,1.0
558,سبحان الله و له فى خلقه شؤون,1.0
559,سبحان الله.. اللهم أرزقنا الطمأنينة و اليقين,1.0
560,سبحان يهدي من يشاء ﻻإله إﻻالله محمدرسول الله,1.0
561,سبحانك ربنا الواحد الأحد لا شريك لك تحيي و تميت و أنت على كل شيء قدير و صلى الله و سلم على نبينا محمد و على آله و صحبه أجمعين.,1.0
562,سبحانك ربي اني كنت من الضالمين,1.0
563,ستجد مساعدة الله وعونه لك عندما تكن النية صادقة,1.0
564,سعادتنا تكون بحسن الاستمتاع بالأشياء التي نحصل، عليها كما تكون بحسن الاستغناء عن الأشياء التي نُحرم منها,1.0
565,سلامي عليك ,1.0
566,سلمت ... و سلمت يداك ... انها الاخلاق الكريمة التي علمنا اياها رسولنا الاعظم صلوات الله و سلامه عليه ... و اننا انشاء الله سنفعل ما بوسعنا حتى نرسم صورة راقية و جميلة عن ديننا و اخلاقنا .. و الله المستعان,1.0
